playerId,gamesPlayed,playerDetails.givenName,playerDetails.surname,playerDetails.age,playerDetails.heightCm,playerDetails.weightKg,playerDetails.jumperNumber,playerDetails.kickingFoot,playerDetails.stateOfOrigin,playerDetails.draftYear,playerDetails.debutYear,playerDetails.recruitedFrom,playerDetails.draftPosition,playerDetails.draftType,playerDetails.position,playerDetails.bio,playerDetails.aflAwards,playerDetails.photoURL,playerDetails.dateOfBirth,team.teamId,team.teamAbbr,team.teamName,team.teamNickname,totals.matchesPlayed,totals.timeOnGroundPercentage,totals.behinds,totals.bounces,totals.centreBounceAttendances,totals.centreClearances,totals.clangers,totals.contestDefLosses,totals.contestDefLossPercentage,totals.contestDefOneOnOnes,totals.contestedMarks,totals.contestedPossessionRate,totals.contestedPossessions,totals.contestOffOneOnOnes,totals.contestOffWins,totals.contestOffWinsPercentage,totals.defHalfPressureActs,totals.disposalEfficiency,totals.disposals,totals.dreamTeamPoints,totals.effectiveDisposals,totals.effectiveKicks,totals.f50GroundBallGets,totals.freesAgainst,totals.freesFor,totals.goalAccuracy,totals.goalAssists,totals.goals,totals.groundBallGets,totals.handballs,totals.hitouts,totals.hitoutsToAdvantage,totals.hitoutToAdvantageRate,totals.hitoutWinPercentage,totals.inside50s,totals.interceptMarks,totals.intercepts,totals.kickEfficiency,totals.kickins,totals.kickinsPlayon,totals.kicks,totals.kickToHandballRatio,totals.marks,totals.marksInside50,totals.marksOnLead,totals.metresGained,totals.onePercenters,totals.pressureActs,totals.ranking,totals.ratingPoints,totals.rebound50s,totals.ruckContests,totals.scoreInvolvements,totals.scoreLaunches,totals.shotsAtGoal,totals.spoils,totals.stoppageClearances,totals.tackles,totals.tacklesInside50,totals.totalClearances,totals.totalPossessions,totals.turnovers,totals.uncontestedPossessions,averages.matchesPlayed,averages.timeOnGroundPercentage,averages.behinds,averages.bounces,averages.centreBounceAttendances,averages.centreClearances,averages.clangers,averages.contestDefLosses,averages.contestDefLossPercentage,averages.contestDefOneOnOnes,averages.contestedMarks,averages.contestedPossessionRate,averages.contestedPossessions,averages.contestOffOneOnOnes,averages.contestOffWins,averages.contestOffWinsPercentage,averages.defHalfPressureActs,averages.disposalEfficiency,averages.disposals,averages.dreamTeamPoints,averages.effectiveDisposals,averages.effectiveKicks,averages.f50GroundBallGets,averages.freesAgainst,averages.freesFor,averages.goalAccuracy,averages.goalAssists,averages.goals,averages.groundBallGets,averages.handballs,averages.hitouts,averages.hitoutsToAdvantage,averages.hitoutToAdvantageRate,averages.hitoutWinPercentage,averages.inside50s,averages.interceptMarks,averages.intercepts,averages.kickEfficiency,averages.kickins,averages.kickinsPlayon,averages.kicks,averages.kickToHandballRatio,averages.marks,averages.marksInside50,averages.marksOnLead,averages.metresGained,averages.onePercenters,averages.pressureActs,averages.ratingPoints,averages.rebound50s,averages.ruckContests,averages.scoreInvolvements,averages.scoreLaunches,averages.shotsAtGoal,averages.spoils,averages.stoppageClearances,averages.tackles,averages.tacklesInside50,averages.totalClearances,averages.totalPossessions,averages.turnovers,averages.uncontestedPossessions
CD_I990840,5.0,Jack,Hayes,26,194,92,47,RIGHT,SA,2021,2022,Brinkworth Spalding Redhill (SA)/Woodville-West Torrens (SANFL),,preseason,KEY_FORWARD,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/990840.png?i10c=img.resize(scale_height:0.6),06/03/1996,CD_T130,STK,St Kilda,Saints,5.0,63.0,1.0,0.0,23.0,5.0,8.0,0.0,0.0,1.0,7.0,58.7,37.0,11.0,1.0,9.1,15.0,80.0,60.0,305.0,48.0,17.0,5.0,2.0,10.0,75.0,2.0,6.0,18.0,34.0,13.0,7.0,53.8,21.3,5.0,6.0,13.0,65.4,0.0,0.0,26.0,0.8,23.0,6.0,3.0,660.0,9.0,39.0,571.0,55.9,2.0,61.0,25.0,10.0,8.0,3.0,5.0,9.0,1.0,10.0,63.0,10.0,26.0,5.0,63.0,0.2,0.0,23.0,1.0,1.6,0.0,0.0,0.2,1.4,58.7,7.4,2.2,0.2,9.1,3.0,80.0,12.0,61.0,9.6,3.4,1.0,0.4,2.0,75.0,0.4,1.2,3.6,6.8,2.6,1.4,53.8,21.3,1.0,1.2,2.6,65.4,0.0,0.0,5.2,0.8,4.6,1.2,0.6,132.0,1.8,7.8,55.9,0.4,12.2,5.0,2.0,1.6,0.6,1.0,1.8,0.2,2.0,12.6,2.0,5.2
CD_I990882,10.0,Wayne,Milera,24,184,86,30,RIGHT,SA,2015,2016,Ingle Farm (SA)/Central District (SANFL),11.0,nationalDraft,MEDIUM_FORWARD,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/990882.png?i10c=img.resize(scale_height:0.6),14/09/1997,CD_T10,ADEL,Adelaide Crows,Crows,10.0,74.3,6.0,2.0,0.0,0.0,18.0,0.0,0.0,1.0,2.0,35.8,49.0,6.0,2.0,33.3,34.0,79.4,136.0,529.0,108.0,49.0,12.0,8.0,4.0,41.7,9.0,5.0,39.0,64.0,0.0,0.0,0.0,0.0,18.0,3.0,25.0,68.1,2.0,0.0,72.0,1.1,31.0,5.0,3.0,1795.0,12.0,102.0,561.0,63.3,6.0,0.0,46.0,8.0,12.0,8.0,3.0,19.0,7.0,3.0,137.0,15.0,88.0,10.0,74.3,0.6,0.2,0.0,0.0,1.8,0.0,0.0,0.1,0.2,35.8,4.9,0.6,0.2,33.3,3.4,79.4,13.6,52.9,10.8,4.9,1.2,0.8,0.4,41.7,0.9,0.5,3.9,6.4,0.0,0.0,0.0,0.0,1.8,0.3,2.5,68.1,2.0,0.0,7.2,1.1,3.1,0.5,0.3,179.5,1.2,10.2,63.3,0.6,0.0,4.6,0.8,1.2,0.8,0.3,1.9,0.7,0.3,13.7,1.5,8.8
CD_I990978,7.0,Greg,Clark,25,195,94,39,RIGHT,WA,2021,2022,Sorrento-Duncraig (WA)/Subiaco (WAFL),62.0,nationalDraft,MIDFIELDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/990978.png?i10c=img.resize(scale_height:0.6),24/05/1997,CD_T150,WCE,West Coast Eagles,Eagles,7.0,63.0,1.0,0.0,42.0,3.0,15.0,0.0,0.0,1.0,0.0,36.3,33.0,2.0,1.0,50.0,49.0,77.3,88.0,412.0,68.0,35.0,4.0,6.0,8.0,33.3,1.0,1.0,23.0,39.0,0.0,0.0,0.0,0.0,13.0,0.0,11.0,71.4,0.0,0.0,49.0,1.3,22.0,1.0,0.0,1522.0,7.0,105.0,597.0,39.3,10.0,1.0,15.0,3.0,3.0,4.0,9.0,31.0,3.0,12.0,91.0,21.0,58.0,7.0,63.0,0.1,0.0,42.0,0.4,2.1,0.0,0.0,0.1,0.0,36.3,4.7,0.3,0.1,50.0,7.0,77.3,12.6,58.9,9.7,5.0,0.6,0.9,1.1,33.3,0.1,0.1,3.3,5.6,0.0,0.0,0.0,0.0,1.9,0.0,1.6,71.4,0.0,0.0,7.0,1.3,3.1,0.1,0.0,217.6,1.0,15.0,39.3,1.4,0.1,2.1,0.4,0.4,0.6,1.3,4.4,0.4,1.7,13.0,3.0,8.3
CD_I991773,6.0,Billy,Frampton,25,201,99,22,RIGHT,WA,2014,2018,East Fremantle Power (WA)/South Fremantle (WAFL)/Port Adel,84.0,nationalDraft,KEY_DEFENDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/991773.png?i10c=img.resize(scale_height:0.6),20/11/1996,CD_T10,ADEL,Adelaide Crows,Crows,6.0,95.5,0.0,0.0,0.0,0.0,16.0,10.0,38.5,26.0,4.0,24.5,23.0,2.0,1.0,50.0,22.0,87.0,108.0,417.0,94.0,74.0,0.0,4.0,8.0,100.0,1.0,1.0,11.0,26.0,0.0,0.0,0.0,0.0,6.0,8.0,28.0,90.2,12.0,12.0,82.0,3.2,39.0,0.0,0.0,2548.0,34.0,26.0,545.0,70.4,38.0,0.0,20.0,8.0,1.0,31.0,1.0,0.0,0.0,1.0,94.0,26.0,71.0,6.0,95.5,0.0,0.0,0.0,0.0,2.7,1.7,38.5,4.3,0.7,24.5,3.8,0.3,0.2,50.0,3.7,87.0,18.0,69.5,15.7,12.3,0.0,0.7,1.3,100.0,0.2,0.2,1.8,4.3,0.0,0.0,0.0,0.0,1.0,1.3,4.7,90.2,12.0,12.0,13.7,3.2,6.5,0.0,0.0,424.8,5.7,4.3,70.4,6.3,0.0,3.3,1.3,0.2,5.2,0.2,0.0,0.0,0.2,15.7,4.3,11.8
CD_I991930,18.0,Darcy,Byrne-Jones,26,181,76,33,RIGHT,VIC,2013,2016,Camberwell (Vic)/Scotch College (Vic)/Oakleigh U18,52.0,nationalDraft,MEDIUM_DEFENDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/991930.png?i10c=img.resize(scale_height:0.6),20/09/1995,CD_T110,PORT,Port Adelaide,Power,18.0,80.2,2.0,13.0,0.0,3.0,63.0,5.0,33.3,15.0,1.0,28.8,115.0,0.0,0.0,0.0,195.0,76.3,401.0,1445.0,306.0,172.0,1.0,18.0,15.0,33.3,2.0,1.0,98.0,160.0,0.0,0.0,0.0,0.0,26.0,20.0,122.0,71.4,3.0,0.0,241.0,1.5,103.0,1.0,0.0,5393.0,26.0,274.0,209.0,287.3,60.0,0.0,59.0,21.0,3.0,19.0,20.0,31.0,0.0,23.0,400.0,71.0,285.0,18.0,80.2,0.1,0.7,0.0,0.2,3.5,0.3,33.3,0.8,0.1,28.8,6.4,0.0,0.0,0.0,10.8,76.3,22.3,80.3,17.0,9.6,0.1,1.0,0.8,33.3,0.1,0.1,5.4,8.9,0.0,0.0,0.0,0.0,1.4,1.1,6.8,71.4,3.0,0.0,13.4,1.5,5.7,0.1,0.0,299.7,1.4,15.2,287.3,3.3,0.0,3.3,1.2,0.2,1.1,1.1,1.7,0.0,1.3,22.2,3.9,15.8
CD_I991933,13.0,Jason,Castagna,26,182,82,11,RIGHT,VIC,2017,2016,Warrandyte (Vic)/Marcellin College (Vic)/Northern U18,,rookieElevation,MEDIUM_FORWARD,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/991933.png?i10c=img.resize(scale_height:0.6),12/07/1996,CD_T120,RICH,Richmond,Tigers,13.0,79.8,9.0,1.0,0.0,0.0,38.0,0.0,0.0,0.0,9.0,37.3,63.0,12.0,6.0,50.0,30.0,60.1,168.0,771.0,101.0,47.0,21.0,8.0,6.0,33.3,7.0,11.0,45.0,74.0,0.0,0.0,0.0,0.0,27.0,1.0,13.0,50.0,0.0,0.0,94.0,1.3,56.0,13.0,13.0,2860.0,2.0,155.0,313.0,214.0,7.0,0.0,57.0,5.0,33.0,2.0,1.0,29.0,12.0,1.0,169.0,48.0,106.0,13.0,79.8,0.7,0.1,0.0,0.0,2.9,0.0,0.0,0.0,0.7,37.3,4.8,0.9,0.5,50.0,2.3,60.1,12.9,59.3,7.8,3.6,1.6,0.6,0.5,33.3,0.5,0.8,3.5,5.7,0.0,0.0,0.0,0.0,2.1,0.1,1.0,50.0,0.0,0.0,7.2,1.3,4.3,1.0,1.0,220.0,0.2,11.9,214.0,0.5,0.0,4.4,0.4,2.5,0.2,0.1,2.2,0.9,0.1,13.0,3.7,8.2
CD_I991939,10.0,Zaine,Cordy,25,195,92,12,RIGHT,VIC,2014,2015,Ocean Grove (Vic)/Geelong College (Vic)/Geelong U18,62.0,fatherSon,KEY_FORWARD,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/991939.png?i10c=img.resize(scale_height:0.6),27/10/1996,CD_T140,WB,Western Bulldogs,Bulldogs,10.0,72.2,0.0,0.0,39.0,3.0,25.0,3.0,60.0,5.0,3.0,49.3,37.0,7.0,0.0,0.0,38.0,79.2,72.0,344.0,57.0,30.0,6.0,13.0,6.0,66.7,3.0,2.0,23.0,31.0,35.0,11.0,31.4,21.9,9.0,2.0,18.0,73.2,0.0,0.0,41.0,1.3,19.0,4.0,2.0,958.0,39.0,97.0,322.0,203.2,5.0,160.0,18.0,4.0,3.0,26.0,5.0,22.0,3.0,8.0,75.0,14.0,38.0,10.0,72.2,0.0,0.0,39.0,0.3,2.5,0.3,60.0,0.5,0.3,49.3,3.7,0.7,0.0,0.0,3.8,79.2,7.2,34.4,5.7,3.0,0.6,1.3,0.6,66.7,0.3,0.2,2.3,3.1,3.5,1.1,31.4,21.9,0.9,0.2,1.8,73.2,0.0,0.0,4.1,1.3,1.9,0.4,0.2,95.8,3.9,9.7,203.2,0.5,16.0,1.8,0.4,0.3,2.6,0.5,2.2,0.3,0.8,7.5,1.4,3.8
CD_I991976,2.0,Will,Hayes,27,181,78,40,RIGHT,VIC,2018,2019,Euroa (Vic)/Melb Grammar (Vic)/Sandringham U18/Footscray (VFL)/WB/Carlton (VFL),78.0,nationalDraft,MIDFIELDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/991976.png?i10c=img.resize(scale_height:0.6),05/06/1995,CD_T30,CARL,Carlton,Blues,2.0,42.8,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,34.5,10.0,0.0,0.0,0.0,6.0,71.4,28.0,93.0,20.0,7.0,2.0,1.0,0.0,0.0,1.0,0.0,10.0,13.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,46.7,0.0,0.0,15.0,1.2,7.0,2.0,1.0,457.0,1.0,9.0,671.0,9.2,1.0,0.0,5.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,29.0,7.0,19.0,2.0,42.8,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.5,0.0,34.5,5.0,0.0,0.0,0.0,3.0,71.4,14.0,46.5,10.0,3.5,1.0,0.5,0.0,0.0,0.5,0.0,5.0,6.5,0.0,0.0,0.0,0.0,1.5,0.0,2.5,46.7,0.0,0.0,7.5,1.2,3.5,1.0,0.5,228.8,0.5,4.5,9.2,0.5,0.0,2.5,0.0,1.0,0.0,1.0,0.5,0.0,1.0,14.5,3.5,9.5
CD_I991988,10.0,Zak,Jones,27,182,79,3,RIGHT,VIC,2013,2014,Mt Eliza (Vic)/Dandenong U18/Sydney,15.0,nationalDraft,MIDFIELDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/991988.png?i10c=img.resize(scale_height:0.6),15/03/1995,CD_T130,STK,St Kilda,Saints,10.0,71.9,1.0,5.0,135.0,21.0,39.0,0.0,0.0,1.0,0.0,38.5,79.0,0.0,0.0,0.0,103.0,75.0,200.0,699.0,150.0,59.0,6.0,19.0,12.0,40.0,4.0,2.0,53.0,102.0,0.0,0.0,0.0,0.0,28.0,1.0,21.0,60.2,0.0,0.0,98.0,1.0,27.0,2.0,1.0,2583.0,8.0,195.0,285.0,230.2,11.0,0.0,35.0,7.0,5.0,6.0,16.0,38.0,3.0,37.0,205.0,33.0,126.0,10.0,71.9,0.1,0.5,135.0,2.1,3.9,0.0,0.0,0.1,0.0,38.5,7.9,0.0,0.0,0.0,10.3,75.0,20.0,69.9,15.0,5.9,0.6,1.9,1.2,40.0,0.4,0.2,5.3,10.2,0.0,0.0,0.0,0.0,2.8,0.1,2.1,60.2,0.0,0.0,9.8,1.0,2.7,0.2,0.1,258.3,0.8,19.5,230.2,1.1,0.0,3.5,0.7,0.5,0.6,1.6,3.8,0.3,3.7,20.5,3.3,12.6
CD_I992010,17.0,Brayden,Maynard,25,189,93,37,LEFT,VIC,2014,2015,Hampton Rovers (Vic)/Sandringham U18,30.0,nationalDraft,MEDIUM_DEFENDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/992010.png?i10c=img.resize(scale_height:0.6),20/09/1996,CD_T40,COLL,Collingwood,Magpies,17.0,83.2,0.0,6.0,3.0,1.0,61.0,7.0,17.5,40.0,12.0,39.7,112.0,0.0,0.0,0.0,173.0,74.4,297.0,1192.0,221.0,143.0,0.0,20.0,13.0,25.0,4.0,1.0,69.0,100.0,0.0,0.0,0.0,0.0,45.0,30.0,121.0,72.6,18.0,14.0,197.0,2.0,74.0,0.0,1.0,6127.0,78.0,239.0,64.0,404.3,57.0,0.0,48.0,20.0,4.0,50.0,9.0,55.0,0.0,10.0,282.0,63.0,170.0,17.0,83.2,0.0,0.4,3.0,0.1,3.6,0.4,17.5,2.4,0.7,39.7,6.6,0.0,0.0,0.0,10.2,74.4,17.5,70.1,13.0,8.4,0.0,1.2,0.8,25.0,0.2,0.1,4.1,5.9,0.0,0.0,0.0,0.0,2.6,1.8,7.1,72.6,18.0,14.0,11.6,2.0,4.4,0.0,0.1,360.5,4.6,14.1,404.3,3.4,0.0,2.8,1.2,0.2,2.9,0.5,3.2,0.0,0.6,16.6,3.7,10.0
CD_I992012,0.0,Garrett,McDonagh,26,184,82,36,LEFT,VIC,2021,,West Preston Lakeside (Vic)/Northern U18/N Blues (Vic)/Coburg (Vic)/Rich (VFL),50.0,nationalDraft,MEDIUM_DEFENDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/992012.png?i10c=img.resize(scale_height:0.6),19/06/1996,CD_T50,ESS,Essendon,Bombers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD_I992016,16.0,Zach,Merrett,26,179,85,7,LEFT,VIC,2013,2014,Cobden (Vic)/Melbourne Grammar (Vic)/Sandringham U18,26.0,nationalDraft,MIDFIELDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/992016.png?i10c=img.resize(scale_height:0.6),03/10/1995,CD_T50,ESS,Essendon,Bombers,16.0,82.8,5.0,5.0,295.0,25.0,64.0,0.0,0.0,1.0,0.0,29.2,143.0,0.0,0.0,0.0,216.0,74.7,491.0,1770.0,367.0,162.0,10.0,9.0,26.0,37.5,14.0,6.0,99.0,238.0,0.0,0.0,0.0,0.0,91.0,4.0,46.0,64.0,2.0,1.0,253.0,1.1,69.0,0.0,1.0,7652.0,24.0,363.0,9.0,528.6,36.0,0.0,117.0,23.0,16.0,4.0,49.0,72.0,8.0,74.0,490.0,76.0,347.0,16.0,82.8,0.3,0.3,295.0,1.6,4.0,0.0,0.0,0.1,0.0,29.2,8.9,0.0,0.0,0.0,13.5,74.7,30.7,110.6,22.9,10.1,0.6,0.6,1.6,37.5,0.9,0.4,6.2,14.9,0.0,0.0,0.0,0.0,5.7,0.3,2.9,64.0,2.0,1.0,15.8,1.1,4.3,0.0,0.1,478.3,1.5,22.7,528.6,2.3,0.0,7.3,1.4,1.0,0.3,3.1,4.5,0.5,4.6,30.6,4.8,21.7
CD_I992048,14.0,Anthony,Scott,27,180,77,28,LEFT,VIC,2020,2021,Kew Comets (Vic)/Trinity Gram (Vic)/Oakl U18/Old Trinity (Vic)/Foots (VFL),,preseason,MIDFIELDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/992048.png?i10c=img.resize(scale_height:0.6),28/02/1995,CD_T140,WB,Western Bulldogs,Bulldogs,14.0,74.2,3.0,2.0,0.0,1.0,18.0,3.0,42.9,7.0,2.0,30.0,51.0,5.0,2.0,40.0,56.0,79.1,163.0,698.0,129.0,78.0,7.0,5.0,16.0,53.8,5.0,7.0,35.0,61.0,0.0,0.0,0.0,0.0,30.0,5.0,24.0,76.5,0.0,0.0,102.0,1.7,48.0,8.0,8.0,3025.0,21.0,117.0,323.0,203.0,10.0,0.0,54.0,11.0,13.0,12.0,14.0,20.0,1.0,15.0,170.0,27.0,119.0,14.0,74.2,0.2,0.1,0.0,0.1,1.3,0.2,42.9,0.5,0.1,30.0,3.6,0.4,0.1,40.0,4.0,79.1,11.6,49.9,9.2,5.6,0.5,0.4,1.1,53.8,0.4,0.5,2.5,4.4,0.0,0.0,0.0,0.0,2.1,0.4,1.7,76.5,0.0,0.0,7.3,1.7,3.4,0.6,0.6,216.1,1.5,8.4,203.0,0.7,0.0,3.9,0.8,0.9,0.9,1.0,1.4,0.1,1.1,12.1,1.9,8.5
CD_I992049,19.0,Jayden,Short,26,178,76,15,RIGHT,VIC,2016,2016,Bundoora (Vic)/Northern U18,,rookieElevation,MIDFIELDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/992049.png?i10c=img.resize(scale_height:0.6),24/01/1996,CD_T120,RICH,Richmond,Tigers,19.0,82.0,2.0,13.0,177.0,16.0,69.0,3.0,37.5,8.0,2.0,27.6,116.0,1.0,0.0,0.0,168.0,74.0,465.0,1871.0,344.0,262.0,10.0,11.0,14.0,50.0,6.0,6.0,90.0,91.0,0.0,0.0,0.0,0.0,94.0,7.0,63.0,70.1,49.0,41.0,374.0,4.1,104.0,1.0,1.0,11399.0,26.0,286.0,91.0,374.8,65.0,0.0,92.0,21.0,12.0,12.0,28.0,59.0,4.0,44.0,421.0,107.0,305.0,19.0,82.0,0.1,0.7,177.0,0.8,3.6,0.2,37.5,0.4,0.1,27.6,6.1,0.1,0.0,0.0,8.8,74.0,24.5,98.5,18.1,13.8,0.5,0.6,0.7,50.0,0.3,0.3,4.7,4.8,0.0,0.0,0.0,0.0,4.9,0.4,3.3,70.1,49.0,41.0,19.7,4.1,5.5,0.1,0.1,600.0,1.4,15.1,374.8,3.4,0.0,4.8,1.1,0.6,0.6,1.5,3.1,0.2,2.3,22.2,5.6,16.1
CD_I992054,7.0,Roarke,Smith,25,184,82,37,LEFT,VIC,2020,2015,Sunbury (Vic)/Calder U18,26.0,rookieElevation,MIDFIELDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/992054.png?i10c=img.resize(scale_height:0.6),11/09/1996,CD_T140,WB,Western Bulldogs,Bulldogs,7.0,54.7,1.0,0.0,0.0,0.0,12.0,1.0,50.0,2.0,1.0,34.8,23.0,1.0,0.0,0.0,32.0,75.8,66.0,269.0,50.0,22.0,3.0,2.0,4.0,50.0,1.0,1.0,17.0,33.0,0.0,0.0,0.0,0.0,8.0,1.0,12.0,66.7,0.0,0.0,33.0,1.0,17.0,1.0,0.0,703.0,5.0,72.0,419.0,143.3,5.0,0.0,13.0,1.0,2.0,3.0,3.0,12.0,3.0,3.0,66.0,10.0,43.0,7.0,54.7,0.1,0.0,0.0,0.0,1.7,0.1,50.0,0.3,0.1,34.8,3.3,0.1,0.0,0.0,4.6,75.8,9.4,38.4,7.1,3.1,0.4,0.3,0.6,50.0,0.1,0.1,2.4,4.7,0.0,0.0,0.0,0.0,1.1,0.1,1.7,66.7,0.0,0.0,4.7,1.0,2.4,0.1,0.0,100.5,0.7,10.3,143.3,0.7,0.0,1.9,0.1,0.3,0.4,0.4,1.7,0.4,0.4,9.4,1.4,6.1
CD_I992059,10.0,Sam,Switkowski,25,179,74,39,RIGHT,VIC,2017,2018,Research (Vic)/Northern U18/Box Hill Hawks (VFL),73.0,nationalDraft,MEDIUM_FORWARD,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/992059.png?i10c=img.resize(scale_height:0.6),20/11/1996,CD_T60,FRE,Fremantle,Freo,10.0,78.4,5.0,8.0,10.0,5.0,15.0,0.0,0.0,0.0,0.0,45.8,66.0,4.0,0.0,0.0,53.0,76.5,153.0,662.0,117.0,35.0,19.0,7.0,8.0,61.1,9.0,11.0,51.0,92.0,0.0,0.0,0.0,0.0,29.0,2.0,16.0,57.4,0.0,0.0,61.0,0.7,15.0,7.0,1.0,1835.0,12.0,224.0,252.0,258.2,1.0,0.0,57.0,15.0,18.0,4.0,17.0,48.0,18.0,22.0,144.0,17.0,78.0,10.0,78.4,0.5,0.8,10.0,0.5,1.5,0.0,0.0,0.0,0.0,45.8,6.6,0.4,0.0,0.0,5.3,76.5,15.3,66.2,11.7,3.5,1.9,0.7,0.8,61.1,0.9,1.1,5.1,9.2,0.0,0.0,0.0,0.0,2.9,0.2,1.6,57.4,0.0,0.0,6.1,0.7,1.5,0.7,0.1,183.6,1.2,22.4,258.2,0.1,0.0,5.7,1.5,1.8,0.4,1.7,4.8,1.8,2.2,14.4,1.7,7.8
CD_I992128,19.0,Ryan,Burton,25,191,90,3,RIGHT,SA,2015,2016,PHOS-Camden (SA)/North Adelaide (SANFL)/Hawthorn,19.0,nationalDraft,MEDIUM_DEFENDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/992128.png?i10c=img.resize(scale_height:0.6),31/01/1997,CD_T110,PORT,Port Adelaide,Power,19.0,80.8,4.0,3.0,0.0,0.0,44.0,8.0,28.6,28.0,3.0,27.0,87.0,0.0,0.0,0.0,132.0,77.6,397.0,1551.0,308.0,238.0,1.0,14.0,11.0,36.4,3.0,4.0,66.0,88.0,0.0,0.0,0.0,0.0,37.0,22.0,100.0,77.0,93.0,78.0,309.0,3.5,105.0,4.0,0.0,9962.0,35.0,170.0,216.0,285.7,121.0,0.0,64.0,25.0,11.0,26.0,11.0,34.0,0.0,11.0,322.0,75.0,235.0,19.0,80.8,0.2,0.2,0.0,0.0,2.3,0.4,28.6,1.5,0.2,27.0,4.6,0.0,0.0,0.0,6.9,77.6,20.9,81.6,16.2,12.5,0.1,0.7,0.6,36.4,0.2,0.2,3.5,4.6,0.0,0.0,0.0,0.0,1.9,1.2,5.3,77.0,93.0,78.0,16.3,3.5,5.5,0.2,0.0,524.3,1.8,8.9,285.7,6.4,0.0,3.4,1.3,0.6,1.4,0.6,1.8,0.0,0.6,16.9,3.9,12.4
